,file_name
0,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17298952.wav
1,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17298953.wav
2,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17298954.wav
3,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299198.wav
4,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299199.wav
5,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299200.wav
6,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299201.wav
7,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299202.wav
8,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299203.wav
9,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299204.wav
10,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299205.wav
11,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299206.wav
12,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299207.wav
13,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299208.wav
14,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299209.wav
15,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299210.wav
16,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299211.wav
17,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299212.wav
18,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299213.wav
19,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299214.wav
20,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299215.wav
21,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299216.wav
22,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299217.wav
23,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299218.wav
24,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299219.wav
25,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299220.wav
26,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299221.wav
27,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299222.wav
28,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299223.wav
29,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299224.wav
30,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299225.wav
31,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299226.wav
32,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299227.wav
33,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299228.wav
34,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299229.wav
35,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299230.wav
36,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299231.wav
37,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299232.wav
38,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299233.wav
39,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299234.wav
40,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299235.wav
41,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299236.wav
42,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299237.wav
43,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299238.wav
44,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299239.wav
45,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299240.wav
46,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299242.wav
47,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299243.wav
48,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299244.wav
49,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299245.wav
50,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299246.wav
51,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299247.wav
52,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299248.wav
53,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299249.wav
54,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299250.wav
55,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299251.wav
56,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299252.wav
57,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299253.wav
58,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299254.wav
59,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299255.wav
60,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299256.wav
61,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299257.wav
62,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299258.wav
63,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299259.wav
64,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299260.wav
65,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299261.wav
66,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299262.wav
67,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299263.wav
68,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299264.wav
69,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299265.wav
70,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299266.wav
71,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299267.wav
72,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299268.wav
73,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299269.wav
74,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299270.wav
75,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299271.wav
76,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299272.wav
77,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299273.wav
78,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299274.wav
79,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299275.wav
80,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299276.wav
81,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299277.wav
82,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299278.wav
83,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299279.wav
84,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299280.wav
85,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299281.wav
86,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299282.wav
87,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299283.wav
88,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299284.wav
89,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299285.wav
90,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299286.wav
91,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299287.wav
92,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299288.wav
93,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299289.wav
94,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299290.wav
95,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299291.wav
96,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299292.wav
97,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299293.wav
98,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299294.wav
99,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299295.wav
100,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299296.wav
101,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299297.wav
102,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299298.wav
103,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299299.wav
104,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299300.wav
105,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299301.wav
106,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299302.wav
107,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299304.wav
108,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299305.wav
109,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299306.wav
110,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299307.wav
111,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299308.wav
112,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299309.wav
113,/datapool_fast/metzrt/Data/clean_multichannel_speech/common_voice_de_17299310.wav
